generatedByRunId,sourceJarSha256,configurationHash,instanceHash,seed,arm,telemetryMode,nominalCheckpointFE,actualSnapshotFE,overshootFE,generation,formalOuterCycle,qRound,frontType,unobservableReason,solutionFingerprint,Cmax,TEC,TWC,atomicBoundary
A4-20k-100_2_4_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,bce30732fd8bed87ed73912c053e8365177f30c146df8230b0968925d16d3107,646.0168507484036,51539.00990328949,86280.06123885096,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_2_4_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,538d785a9099b5dfc66736fff2af4670dc8bfd5160b08d6cb81a2c50ae443da7,656.9965911190749,50864.68721238106,84184.685010919,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_2_4_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,378a76ff6ce4b8cf07bb2b94f8226d71fa1709273dfdd544e4380a7ede7ee6e6,678.7402432193203,50666.14612207086,89282.34259214198,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_2_4_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,daf67798bd481e703ed7c8df5c06147962cc8b0137f5050c8a64f024f1dbcf1f,680.4325353744491,50693.65870866074,82495.06803314309,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_2_4_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,ae52c9a144a308f6778dfd8f8acf5c6546850269c3f14b6a6867d721e873159f,708.1903657352973,50363.821753961856,94185.09082731453,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_2_4_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,1533c54841745f1718024077ea774bd40f6d02a7b146c90aa7f5a0789f0e9e9a,711.0666848475117,49541.1616167539,89143.73455063454,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_2_4_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,27011c4e3bd20cec0b814678e3da866690fee226cccd412eb59535bd209a658d,726.2394281219233,50691.73459343689,86934.59237875084,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_2_4_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,c2119cb0abec7ba53487f142c9013e7cc2aab31bd28348fd54ce1e9daa31f1d5,727.3526822326785,49195.272030901266,88660.49505937214,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_2_4_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,be80a4ddd5b8128547baef0fa6196ac128123979644d40ae7115511bb038a057,735.7811735440154,50064.61997530068,88074.49942058827,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_2_4_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,07345df37b28adafb4d4cb5bb8c70b290667d75598a504b68a5fea275575a052,760.3828523364778,49957.30006039602,86518.39332527065,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
