generatedByRunId,sourceJarSha256,configurationHash,instanceHash,seed,arm,telemetryMode,generation,FE,parentFingerprint,candidateFingerprint,context,bottleneck,macroNeighborhood,TEST_APPLY,candidateConstructed,candidateEvaluated,objectives,acceptedLocally,result,enteredMergePool,selectedByPddr,enteredArchive,survivedNextGeneration,teacherUsedLater,improvedOffspringLater
20k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,1,5101,78e2c0e5ab87000d737daecea11f989e0a687b1d845aaf0ae51ae9833cc0297c,15b83adb08a38ea9b78a56970035533bf092db3f00d832bfd5ae7ab4b68e8b60,G1_CMAX,BAL,N1,TEST,true,true,1007.6748114990029|127176.67553768607|357880.3671279736,false,REJECTED,false,false,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED
20k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,1,5102,78e2c0e5ab87000d737daecea11f989e0a687b1d845aaf0ae51ae9833cc0297c,4a792757aff806684e13707da09fbd9acdf1bafa01c5a6d150787935c11d1f8c,G1_CMAX,BAL,N2,TEST,true,true,998.0770639659856|126794.07433959859|353130.9977339214,true,ACCEPTED,true,false,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED
20k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,1,5103,78e2c0e5ab87000d737daecea11f989e0a687b1d845aaf0ae51ae9833cc0297c,fb5a4bd224099ec135075a01d33150e37667358caf15b187dbac60d70849c07c,G1_CMAX,BAL,N4,TEST,true,true,1039.6869806882944|127502.36521694054|365386.4869217442,false,REJECTED,false,false,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED
20k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,1,5104,78e2c0e5ab87000d737daecea11f989e0a687b1d845aaf0ae51ae9833cc0297c,196ca17b204264a7553b48afd56e99a433df6f4edb160ed0a1f7f496e64ce424,G1_CMAX,BAL,N5,TEST,true,true,1007.6748114990029|125990.23956333165|359691.0379671502,false,REJECTED,false,false,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED
20k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,1,5105,7ad87c52ca8ecdb04517b87e0114d724bcecffa5047c7677d5de84dbe45157ee,c86bef42bc0acbcad2b4f2277aacbf32e28129202e23ec8de63d085ef6c760f0,G1_CMAX,BAL,N1,TEST,true,true,993.1892059767584|127379.48208906926|364512.7906952652,false,REJECTED,false,false,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED
20k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,1,5106,7ad87c52ca8ecdb04517b87e0114d724bcecffa5047c7677d5de84dbe45157ee,8151a7925f02059baf6ce4812ef29748ad6eb7955fb988b89ad260ef5a7e6617,G1_CMAX,BAL,N2,TEST,true,true,1011.7449564477779|127667.85428624984|358359.08063843806,false,REJECTED,false,false,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED
20k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,1,5107,7ad87c52ca8ecdb04517b87e0114d724bcecffa5047c7677d5de84dbe45157ee,2b64737c9a0da4dab33a6cacad4802666d5acf3e433b3247b5e85e489add6494,G1_CMAX,BAL,N3,TEST,true,true,993.1892059767584|127806.14696086224|363402.77041961614,false,REJECTED,false,false,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED
20k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,1,5108,7ad87c52ca8ecdb04517b87e0114d724bcecffa5047c7677d5de84dbe45157ee,c570117583755146300b0368edaa3b6370fd571e2fb29f7130498234b03e9ccb,G1_CMAX,BAL,N4,TEST,true,true,1036.2337939290746|128059.58181104035|375748.1303061629,false,REJECTED,false,false,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED
20k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,1,5109,7ad87c52ca8ecdb04517b87e0114d724bcecffa5047c7677d5de84dbe45157ee,93f552da37c1fd360d986ef50801e012848bfc436a63687b56da9014df6685b5,G1_CMAX,BAL,N5,TEST,true,true,993.1892059767584|127300.34486097438|361971.98092318926,false,REJECTED,false,false,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED
20k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,eda8121cc180019c01ac8c643a4eb7362c71fb713d41a23daadd3a806da83e50,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,1,5110,4347251370157436f4fd2ccf8568ade3c48bb4d4ae34d1bd14fddbfaa5fd76f4,532684434eb85517e02b6987570af87a738483e9067af124f481ef2cad748ad1,G1_CMAX,BAL,N2,APPLY,true,true,964.6877640980739|129166.14950870983|382282.8719025565,true,ACCEPTED,true,false,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED
