generatedByRunId,sourceJarSha256,configurationHash,instanceHash,seed,arm,telemetryMode,nominalCheckpointFE,actualSnapshotFE,overshootFE,generation,formalOuterCycle,qRound,frontType,unobservableReason,solutionFingerprint,Cmax,TEC,TWC,atomicBoundary
A2-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,cd394095fbc834272dbc460ff00185993e0a0a08187e861145756e2c3f9076c5,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,fe67a993daa1a470522e0cbf2da03f56abc43ed0c27236c329e90de7cfbb1325,832.6814668047431,125181.68462643417,348372.79278922296,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A2-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,cd394095fbc834272dbc460ff00185993e0a0a08187e861145756e2c3f9076c5,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,782eefcef122676587f9b9a964e853afcd2a469a6ba807410485a5039ac902ad,834.2101357092811,125168.1248669251,348942.2086255881,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A2-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,cd394095fbc834272dbc460ff00185993e0a0a08187e861145756e2c3f9076c5,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,b702056b81a50f470ded6390f733795e09f44e103e06cd1a7ba022ec12d2590c,834.3453826346641,124342.61623551864,350325.08624755876,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A2-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,cd394095fbc834272dbc460ff00185993e0a0a08187e861145756e2c3f9076c5,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,d85ec8fcc95513e2af654fb613db10b009c4ab6eba5ea89c49846037aaeeee82,845.672467936716,124581.86900885357,346105.33242288406,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A2-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,cd394095fbc834272dbc460ff00185993e0a0a08187e861145756e2c3f9076c5,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,4f165521d2e63b3734a9eb6b3d9526769968b99a4dc2ccf665873e6e30b41788,863.174627412417,123559.80390859541,353969.22667087556,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A2-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,cd394095fbc834272dbc460ff00185993e0a0a08187e861145756e2c3f9076c5,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,7f35f12f1a39a2c8b460fc6fecd424c4e26a9985c288419c0094e79c99fb39b6,866.3869468775003,124096.22679089673,351420.0083083776,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A2-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,cd394095fbc834272dbc460ff00185993e0a0a08187e861145756e2c3f9076c5,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,88dd2d6171ed207a519cadf00956528336ecdc98c269f331b4ffc51eab181953,875.864567768931,123944.10265261371,342751.3037723325,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A2-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,cd394095fbc834272dbc460ff00185993e0a0a08187e861145756e2c3f9076c5,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,792a4142ec8255d277a95f30d744553713bbbce229691437b695a0917ac6e782,876.4920950044367,123406.47858674075,348750.0775900708,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A2-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,cd394095fbc834272dbc460ff00185993e0a0a08187e861145756e2c3f9076c5,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,ff910a2bd2a337746a865aa9b90549def4abec3f0f626bec00c41b7100db8d15,881.7194221369631,123254.52399042764,348503.8841792386,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A2-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,cd394095fbc834272dbc460ff00185993e0a0a08187e861145756e2c3f9076c5,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,4411a005a6af89e797dfdf36e8984c611130e9a8521733f67023c4a12af6bf37,892.9204522299594,122862.00228842665,348984.9185163851,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
