instance,instanceSha256,matrix,label,seed,status,reason,configurationSha256,initialPopulationSha256,fullEvaluations,wallClockMillis,cpuNanos,cfvfRepairs,caTaEvaluations,illegalSolutions,Fmax,Favg,FE,VarFw,highFatigueRatio,longestContinuousWork,totalNaturalRecovery,loadImbalance,frontSize
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B5",20260808,COMPLETED,"MAX_FES_REACHED","235fecbd6bda6ef2b15f29c2fd2c8d03cb21df8ff5d9c0ee303a814a24ed5bb9","600ef7c39210619b4c72ccb8c05bf62927eeac1cbe98590e726a6753d362d24b",2000,1002,843750000,0,0,0,0.99993654711699590,0.67623299829403760,46.491181105705590,0.052561158654977720,0.084861211647429240,216.21903825280717,374.05642666820853,0.50518688228607230,59
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B5",20260809,COMPLETED,"MAX_FES_REACHED","8bceb5abfaf271e7afcbf2184cf229c31363a36ad5e730bab1fa494e0fb8eefd","0f42d788b962b38d6341a010d4a4d4b59b2aa65d9aa11cf0c1ab451ea762bf9a",2000,496,500000000,0,0,0,0.99989845591918870,0.68249350767511100,44.773986789933390,0.055799514834905896,0.093303103973475660,220.91555844134237,354.94715355460653,0.46727322319045644,45
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B5",20260810,COMPLETED,"MAX_FES_REACHED","8dd3341b347884b656524a167f18eaf51dfffeb76b2c0f926c29500a17386415","0e7888bd97102a77695039cd483ed40322347461b74a98c6650189ffcf72d360",2000,445,421875000,0,0,0,0.99996536881664380,0.67808896538288570,49.572483635324780,0.052349678661976570,0.090750374762134350,214.31105280453878,372.81291679122313,0.51722605814232110,45
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM0",20260808,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM0",20260809,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM0",20260810,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM1",20260808,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM1",20260809,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM1",20260810,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM2",20260808,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM2",20260809,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM2",20260810,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM3",20260808,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM3",20260809,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM3",20260810,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B0",20260808,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B0",20260809,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B0",20260810,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B1",20260808,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B1",20260809,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B1",20260810,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
