instance,instanceSha256,matrix,label,seed,status,reason,configurationSha256,initialPopulationSha256,fullEvaluations,wallClockMillis,cpuNanos,cfvfRepairs,caTaEvaluations,illegalSolutions,Fmax,Favg,FE,VarFw,highFatigueRatio,longestContinuousWork,totalNaturalRecovery,loadImbalance,frontSize
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV5",20260808,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV5",20260809,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV5",20260810,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP0",20260808,COMPLETED,"MAX_FES_REACHED","59e8d55b13099a306da27957d66da2cf3e5abf9e9051f8db524232a22b5f3c01","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",2000,171,156250000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,12
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP0",20260809,COMPLETED,"MAX_FES_REACHED","59e8d55b13099a306da27957d66da2cf3e5abf9e9051f8db524232a22b5f3c01","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,111,109375000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,33
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP0",20260810,COMPLETED,"MAX_FES_REACHED","59e8d55b13099a306da27957d66da2cf3e5abf9e9051f8db524232a22b5f3c01","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",2000,106,109375000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP1",20260808,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP1",20260809,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP1",20260810,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP2",20260808,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP2",20260809,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP2",20260810,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP3",20260808,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP3",20260809,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP3",20260810,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP4",20260808,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP4",20260809,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP4",20260810,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP5",20260808,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP5",20260809,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP5",20260810,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP6",20260808,COMPLETED,"MAX_FES_REACHED","cb90054f5c6c6c6e2668d4468ca01fa3001ce91c03bab444ec8a9c22e952fda9","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",2000,438,437500000,0,0,0,0.99995539390047480,0.67992966901422680,47.563193191791140,0.053187478717846120,0.099020232138286380,226.98930505227338,315.72379408049824,0.49669835113042204,54
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP6",20260809,COMPLETED,"MAX_FES_REACHED","5c0430e60cc2915176f3512eff8e7d18b040075b2540007a483ca2a8bcbaddfe","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,338,343750000,0,0,0,0.99996686512978890,0.66457719120414850,38.057077090762820,0.050567565665755690,0.078173157083792200,211.33300673841026,422.88492113374747,0.48180265670101263,85
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP6",20260810,COMPLETED,"MAX_FES_REACHED","f1ef9755604c3ecc276eb76b30cc87d957ca094430cb2e05ebf51fa75293d011","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",2000,296,296875000,0,0,0,0.99997264868281290,0.69224806086985700,45.679376980952550,0.053748216752634456,0.087872769506068190,213.11036155053657,316.37734907904400,0.54366998939316260,65
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V-Full",20260808,COMPLETED,"BUDGET_BEFORE_PARTIAL_GENERATION","e8c686179d78d53e29a8683af26d18b85dc36408351c020182d889f5d18fabcc","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",1958,450,453125000,0,158,0,0.99997027851725370,0.66215288069021500,42.492529667410610,0.052180304525624610,0.082187477654234380,213.00410203862256,388.32631877380400,0.53180634633593600,84
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V-Full",20260809,COMPLETED,"BUDGET_BEFORE_PARTIAL_GENERATION","665491bedb0f14392d4e3d527a8bf8c88e51c2aead9d9ac294ae7121a984b44a","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",1959,341,343750000,0,159,0,0.99998294950124130,0.65852131472064200,42.786920062138540,0.052754763054739270,0.083225412667130920,213.16849142723080,412.88278258377954,0.52454961129618120,71
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V-Full",20260810,COMPLETED,"BUDGET_BEFORE_PARTIAL_GENERATION","323e9ed3af5578527914388d5f1929021d1054a0177d305011cb2691ed73ca52","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",1960,278,265625000,0,160,0,0.99983735767966930,0.65994818674712610,37.191090037289996,0.053413456251420060,0.086879779323715130,181.32351057804502,382.49504766576524,0.49320867014514180,61
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V0",20260808,COMPLETED,"MAX_FES_REACHED","5833b43a59afb2ad02185872122db18797df656a7a40e254505200c081b6c44d","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",2000,123,125000000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,17
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V0",20260809,COMPLETED,"MAX_FES_REACHED","5833b43a59afb2ad02185872122db18797df656a7a40e254505200c081b6c44d","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,109,109375000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,11
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V0",20260810,COMPLETED,"MAX_FES_REACHED","5833b43a59afb2ad02185872122db18797df656a7a40e254505200c081b6c44d","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",2000,110,109375000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,15
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V1",20260808,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V1",20260809,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V1",20260810,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V2",20260808,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V2",20260809,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V2",20260810,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V3",20260808,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V3",20260809,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V3",20260810,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V4",20260808,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V4",20260809,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V4",20260810,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V5",20260808,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V5",20260809,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","VNS","V5",20260810,NOT_EXPOSED,"Current production path does not expose this ablation dimension independently","","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM0",20260808,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM0",20260809,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM0",20260810,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM1",20260808,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM1",20260809,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM1",20260810,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM2",20260808,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM2",20260809,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM2",20260810,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM3",20260808,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM3",20260809,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FM","FM3",20260810,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B0",20260808,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B0",20260809,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B0",20260810,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B1",20260808,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B1",20260809,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B1",20260810,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B2",20260808,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B2",20260809,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B2",20260810,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B3",20260808,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B3",20260809,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B3",20260810,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B4",20260808,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B4",20260809,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B4",20260810,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
"chapter4-golden-10x2x2","c1f39f58ba7f714bdbb6ccf8d1fa7e67dc8135e727ec14700ebc22072e9fe998","FULL","B5",20260808,NOT_EXPOSED,"The paper golden fixture is a published_baseline object and has no author-compatible EADHFSP source file; P8 refuses to synthesize one or mix decoder semantics","","NOT_AVAILABLE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
