generatedByRunId,sourceJarSha256,configurationHash,instanceHash,seed,arm,telemetryMode,nominalCheckpointFE,actualSnapshotFE,overshootFE,generation,formalOuterCycle,qRound,frontType,unobservableReason,solutionFingerprint,Cmax,TEC,TWC,atomicBoundary
A4-50k-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,304e85008c350655d8728bbc0d5f89c2171b4820d70213ab80f0f7f8e638fcb2,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,10000,10003,3,2,2,31,workingPopulationND,NONE,8d78018d932d56005e6471687ffcbbc56602d99951d29df03484b2b5aae9f2c1,828.0761365149117,127657.78269134699,356840.3600713883,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-50k-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,304e85008c350655d8728bbc0d5f89c2171b4820d70213ab80f0f7f8e638fcb2,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,10000,10003,3,2,2,31,workingPopulationND,NONE,77d1a84d23d1ddddf7c8bb7c979829b1786437cb7c5f28b573c91cee93e89da7,852.7799954093434,127629.04423709687,378687.86307604663,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-50k-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,304e85008c350655d8728bbc0d5f89c2171b4820d70213ab80f0f7f8e638fcb2,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,10000,10003,3,2,2,31,workingPopulationND,NONE,82fcb60b7b28136a53878612ef6f6fd6199704e4483d8e263f77803477d0bb44,861.1255679729643,127197.4831024034,393461.55013785395,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-50k-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,304e85008c350655d8728bbc0d5f89c2171b4820d70213ab80f0f7f8e638fcb2,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,10000,10003,3,2,2,31,workingPopulationND,NONE,4a65177dd628b0515b4ec8b67b13df9754ac94e54eed39008184d1d97c4f1b2e,880.860047161719,127368.3151933105,354259.82563948556,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-50k-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,304e85008c350655d8728bbc0d5f89c2171b4820d70213ab80f0f7f8e638fcb2,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,10000,10003,3,2,2,31,workingPopulationND,NONE,3533cbbb862cf9bd928ba7f0b73bb1bfdee68670e8a503f5cf4986a1b4f99026,881.8462907500897,127295.93896597557,368635.3656656576,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-50k-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,304e85008c350655d8728bbc0d5f89c2171b4820d70213ab80f0f7f8e638fcb2,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,10000,10003,3,2,2,31,workingPopulationND,NONE,34ef14b152f303729c33472d30ef0ec3ab9ed44b37de217718442bce67d86de5,883.6135764728515,127184.91140577107,372003.4731350731,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-50k-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,304e85008c350655d8728bbc0d5f89c2171b4820d70213ab80f0f7f8e638fcb2,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,10000,10003,3,2,2,31,workingPopulationND,NONE,dc937e74f86efc1ec3fd8044b3194243d7dbf9f13e9b71f358ee115f69850d3a,885.1055035463729,127294.32729400042,363342.4479029907,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-50k-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,304e85008c350655d8728bbc0d5f89c2171b4820d70213ab80f0f7f8e638fcb2,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,10000,10003,3,2,2,31,workingPopulationND,NONE,73cf0553dcf5953102c78938cc14dd49ace70d1b6637d4da3535748b2eeb2293,886.8967968732265,126714.32441407522,360227.4172342845,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-50k-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,304e85008c350655d8728bbc0d5f89c2171b4820d70213ab80f0f7f8e638fcb2,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,10000,10003,3,2,2,31,workingPopulationND,NONE,c72ef177e20b78730c9d1f2970e80feb980aad2d287ed204ce6f79be99a5a741,895.7333301426256,126096.89671338769,375763.16801024345,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-50k-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,304e85008c350655d8728bbc0d5f89c2171b4820d70213ab80f0f7f8e638fcb2,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,10000,10003,3,2,2,31,workingPopulationND,NONE,d9b9adedba333a43c78ddbdfe5f3be82485d81fbc5cc2db5d624bbb3d619a116,900.3143854209221,127221.99388788748,358034.0166101584,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-50k-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,304e85008c350655d8728bbc0d5f89c2171b4820d70213ab80f0f7f8e638fcb2,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,10000,10003,3,2,2,31,workingPopulationND,NONE,1ffd17cee6910de21d0d6b5ddabbeac4bebe60effcc877ae423042c81a490b94,918.1367726608972,125986.92399280301,370603.9514150115,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-50k-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,304e85008c350655d8728bbc0d5f89c2171b4820d70213ab80f0f7f8e638fcb2,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,10000,10003,3,2,2,31,workingPopulationND,NONE,57bf6f64ceb181f6c14ef24a3c07c12ba22e4a9bb400185f58a037669c8cec84,918.888429461878,126640.16056934238,359045.0102735879,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-50k-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,304e85008c350655d8728bbc0d5f89c2171b4820d70213ab80f0f7f8e638fcb2,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,10000,10003,3,2,2,31,workingPopulationND,NONE,ebacea9935c6273e93159d8a8da775ddc07cc22dd73cb6aca7ed10a98184f728,922.3537206183437,125900.16599749708,365811.6752472336,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-50k-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,304e85008c350655d8728bbc0d5f89c2171b4820d70213ab80f0f7f8e638fcb2,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,10000,10003,3,2,2,31,workingPopulationND,NONE,5f564daa52066f7bac6beb21cdc63de5f0e2e19010507c19e6d3aff61db1d0ad,927.4365196127047,125687.33672070008,352989.5073250193,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
