generatedByRunId,sourceJarSha256,configurationHash,instanceHash,seed,arm,telemetryMode,nominalCheckpointFE,actualSnapshotFE,overshootFE,generation,formalOuterCycle,qRound,frontType,unobservableReason,solutionFingerprint,Cmax,TEC,TWC,atomicBoundary
A2-2k-effective-5100-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,555369a10f9ceaa29a802b528b2e28bc3f3fb58fb9e8445fe6712dc05b1affd3,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,2000,2000,0,1,1,18,workingPopulationND,NONE,c5455d1ae78c03dcf75d6fb04464d3232e89f1f6d7fb7eb818fcb4c76c5cdbd5,877.8795943320087,127174.10264760681,383881.0660464736,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A2-2k-effective-5100-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,555369a10f9ceaa29a802b528b2e28bc3f3fb58fb9e8445fe6712dc05b1affd3,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,2000,2000,0,1,1,18,workingPopulationND,NONE,bad3c474295165e4cd4577df79445d2b1db05fbf19c7f94ce066339ccc5e5d34,891.5749330649968,126405.49778887432,373653.4766304494,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A2-2k-effective-5100-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,555369a10f9ceaa29a802b528b2e28bc3f3fb58fb9e8445fe6712dc05b1affd3,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,2000,2000,0,1,1,18,workingPopulationND,NONE,1213043cafb5686c817fbc30c415f6ca181dd61f11ecd9b2e23f7bcd127006b3,906.435645576748,126962.73252848412,366293.7853982727,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A2-2k-effective-5100-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,555369a10f9ceaa29a802b528b2e28bc3f3fb58fb9e8445fe6712dc05b1affd3,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,2000,2000,0,1,1,18,workingPopulationND,NONE,2097ca039a1e12630b20f4f42f6bb8a2f7a007b05de554103f62d3454278244b,912.7122980092382,125958.88177366747,377490.79323006823,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A2-2k-effective-5100-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,555369a10f9ceaa29a802b528b2e28bc3f3fb58fb9e8445fe6712dc05b1affd3,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,2000,2000,0,1,1,18,workingPopulationND,NONE,01fee6aa2efbf6f1e8c2c43ac199cd4864a645c9479f083be590c6777a789652,913.1542657622701,126073.69505276202,371572.634777476,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A2-2k-effective-5100-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,555369a10f9ceaa29a802b528b2e28bc3f3fb58fb9e8445fe6712dc05b1affd3,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,2000,2000,0,1,1,18,workingPopulationND,NONE,73d4746d5f17e3732dc742d7842d36d1eeb9fe076abcceac8cc0bf6e8e2db901,915.4578435758955,125258.24049255927,387578.0145069527,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A2-2k-effective-5100-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,555369a10f9ceaa29a802b528b2e28bc3f3fb58fb9e8445fe6712dc05b1affd3,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,2000,2000,0,1,1,18,workingPopulationND,NONE,6baa7a1bb219291369aa7e0c16f12c114876224fb20909022686e111be7db3cf,931.252504915988,125625.99899948694,368534.14580797136,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A2-2k-effective-5100-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,555369a10f9ceaa29a802b528b2e28bc3f3fb58fb9e8445fe6712dc05b1affd3,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,2000,2000,0,1,1,18,workingPopulationND,NONE,f655c701942fdb9fa24b58f9145d2d9f66d804f22fd6e0c3c9d8706a60025a00,944.5867830574637,125499.02864119154,375287.5370927848,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A2-2k-effective-5100-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,555369a10f9ceaa29a802b528b2e28bc3f3fb58fb9e8445fe6712dc05b1affd3,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,2000,2000,0,1,1,18,workingPopulationND,NONE,5a16832a007074e945319b454dabd8e0ef3180ee85a3086a4c0abdbf152efef3,948.4571431643952,124695.8623413825,370825.9902035921,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A2-2k-effective-5100-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,555369a10f9ceaa29a802b528b2e28bc3f3fb58fb9e8445fe6712dc05b1affd3,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,ON,2000,2000,0,1,1,18,workingPopulationND,NONE,48f6db584fba00a0d910e8d536421d61e16b25285706c1645bfece7c6d28842c,949.3064309609458,125547.89639638914,368845.2165956481,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
